RegionID,RegionName,2018-03-1bd,2018-04-1bd,2018-05-1bd,2018-06-1bd,2018-07-1bd,2018-08-1bd,2018-09-1bd,2018-10-1bd,2018-11-1bd,2018-12-1bd,2019-01-1bd,2019-02-1bd,2019-03-1bd,2019-04-1bd,2019-05-1bd,2019-06-1bd,2019-07-1bd,2019-08-1bd,2019-09-1bd,2019-10-1bd,2019-11-1bd,2019-12-1bd,2020-01-1bd,2020-02-1bd,2020-03-1bd,2018-03-2bd,2018-04-2bd,2018-05-2bd,2018-06-2bd,2018-07-2bd,2018-08-2bd,2018-09-2bd,2018-10-2bd,2018-11-2bd,2018-12-2bd,2019-01-2bd,2019-02-2bd,2019-03-2bd,2019-04-2bd,2019-05-2bd,2019-06-2bd,2019-07-2bd,2019-08-2bd,2019-09-2bd,2019-10-2bd,2019-11-2bd,2019-12-2bd,2020-01-2bd,2020-02-2bd,2020-03-2bd,2018-03-3bd,2018-04-3bd,2018-05-3bd,2018-06-3bd,2018-07-3bd,2018-08-3bd,2018-09-3bd,2018-10-3bd,2018-11-3bd,2018-12-3bd,2019-01-3bd,2019-02-3bd,2019-03-3bd,2019-04-3bd,2019-05-3bd,2019-06-3bd,2019-07-3bd,2019-08-3bd,2019-09-3bd,2019-10-3bd,2019-11-3bd,2019-12-3bd,2020-01-3bd,2020-02-3bd,2020-03-3bd
41,New Mexico,132836.0,133708.0,134469.0,134786.0,134863.0,135066.0,135791.0,137146.0,138697.0,140340.0,141827.0,143116.0,143788.0,144223.0,144840.0,145923.0,147118.0,148261.0,149050.0,149358.0,149532.0,149779.0,150280.0,150891.0,151835.0,146407.0,147345.0,148120.0,148437.0,148417.0,148672.0,149206.0,150530.0,151649.0,152934.0,154064.0,155063.0,155634.0,156048.0,156660.0,157664.0,158874.0,159904.0,160854.0,161313.0,161929.0,162573.0,163416.0,164349.0,165463.0,188731.0,189728.0,190420.0,190934.0,191194.0,191726.0,192350.0,193753.0,194977.0,196369.0,197554.0,198450.0,199126.0,199660.0,200456.0,201449.0,202666.0,203759.0,204887.0,205565.0,206338.0,207154.0,208203.0,209428.0,210764.0
61,West Virginia,58861.0,59088.0,59231.0,59370.0,59491.0,59525.0,59561.0,59524.0,59760.0,60003.0,60298.0,60463.0,60644.0,60893.0,61118.0,61341.0,61526.0,61750.0,61937.0,62098.0,62005.0,61922.0,61796.0,61734.0,61613.0,65206.0,65408.0,65525.0,65599.0,65659.0,65697.0,65810.0,65835.0,66018.0,66228.0,66520.0,66745.0,66913.0,67126.0,67319.0,67557.0,67763.0,67964.0,68098.0,68260.0,68268.0,68268.0,68233.0,68229.0,68223.0,109965.0,110211.0,110354.0,110504.0,110604.0,110671.0,110807.0,110940.0,111281.0,111634.0,112038.0,112392.0,112755.0,113158.0,113522.0,113916.0,114324.0,114715.0,115045.0,115341.0,115455.0,115577.0,115679.0,115812.0,115931.0
38,Nebraska,86189.0,86632.0,87056.0,87576.0,88019.0,88413.0,88738.0,89121.0,89666.0,90194.0,90719.0,90963.0,91302.0,91585.0,92011.0,92334.0,92651.0,92982.0,93329.0,93633.0,93787.0,93963.0,94249.0,94763.0,95223.0,115524.0,116133.0,116858.0,117621.0,118320.0,118942.0,119599.0,120191.0,120853.0,121540.0,122231.0,122755.0,123307.0,123865.0,124413.0,124935.0,125456.0,126010.0,126490.0,126983.0,127395.0,127782.0,128225.0,128795.0,129383.0,165541.0,166346.0,167257.0,168261.0,169067.0,169834.0,170591.0,171368.0,172154.0,173052.0,173875.0,174535.0,175182.0,175846.0,176557.0,177233.0,178053.0,178891.0,179682.0,180399.0,181093.0,181716.0,182479.0,183325.0,184259.0
20,Idaho,166258.0,167983.0,169897.0,172033.0,174065.0,176094.0,178000.0,180229.0,182519.0,184408.0,186333.0,187982.0,190020.0,191522.0,193089.0,194474.0,195991.0,197575.0,199139.0,200430.0,201572.0,202887.0,204312.0,205875.0,207150.0,179355.0,181367.0,183715.0,186399.0,188978.0,191097.0,192912.0,194906.0,197213.0,199401.0,201661.0,203486.0,205611.0,207334.0,209113.0,210489.0,211990.0,213865.0,215892.0,217851.0,219473.0,221203.0,222888.0,224894.0,226679.0,230134.0,232746.0,235836.0,239390.0,242849.0,245627.0,248001.0,250534.0,253447.0,256230.0,259041.0,261158.0,263628.0,265595.0,267631.0,269078.0,270640.0,272831.0,275278.0,277809.0,279894.0,282278.0,284651.0,287565.0,290161.0
18,Hawaii,389794.0,390882.0,391139.0,391432.0,391919.0,393143.0,393942.0,394304.0,394453.0,394730.0,395222.0,395898.0,396540.0,397010.0,397114.0,397374.0,397610.0,397818.0,397732.0,397777.0,397740.0,397659.0,397570.0,397172.0,396730.0,490479.0,491987.0,492567.0,493343.0,493973.0,495562.0,496437.0,496680.0,496503.0,496468.0,497008.0,497668.0,498454.0,498754.0,498717.0,498623.0,498724.0,498676.0,498531.0,498632.0,498728.0,498745.0,498537.0,498133.0,497673.0,655960.0,658333.0,659517.0,660759.0,662015.0,664295.0,665534.0,666115.0,666237.0,666631.0,667214.0,667829.0,668557.0,668985.0,669149.0,669377.0,669747.0,669880.0,669862.0,669980.0,669899.0,669822.0,669679.0,669408.0,668968.0
28,Maine,163347.0,164051.0,164651.0,165181.0,165958.0,166657.0,167481.0,168203.0,168831.0,169378.0,169548.0,169925.0,170279.0,171143.0,172028.0,172951.0,173775.0,174648.0,175553.0,176590.0,177782.0,179085.0,180609.0,181966.0,183392.0,198877.0,199700.0,200404.0,201132.0,202132.0,203160.0,204084.0,204866.0,205596.0,206439.0,206679.0,206936.0,207103.0,207993.0,208852.0,209781.0,210572.0,211467.0,212537.0,213887.0,215321.0,216855.0,218736.0,220626.0,222709.0,231382.0,232281.0,233068.0,233846.0,234973.0,236136.0,237090.0,237861.0,238553.0,239532.0,239842.0,240184.0,240359.0,241287.0,242124.0,243087.0,243948.0,244965.0,246247.0,247815.0,249530.0,251245.0,253347.0,255436.0,257781.0
39,New Hampshire,132219.0,133029.0,133876.0,134609.0,135262.0,136030.0,136790.0,137398.0,137759.0,138226.0,138765.0,139323.0,139702.0,140109.0,140676.0,141337.0,142042.0,142592.0,143174.0,143847.0,144670.0,145506.0,146395.0,147379.0,148537.0,206427.0,207544.0,208650.0,209670.0,210556.0,211922.0,213149.0,214278.0,214887.0,215673.0,216527.0,217324.0,217775.0,218215.0,219085.0,220015.0,220988.0,221591.0,222359.0,223235.0,224430.0,225667.0,226968.0,228546.0,230373.0,280799.0,282000.0,283366.0,284563.0,285600.0,287185.0,288535.0,289804.0,290510.0,291537.0,292622.0,293537.0,294021.0,294471.0,295556.0,296716.0,297910.0,298567.0,299511.0,300598.0,302120.0,303646.0,305293.0,307431.0,309900.0
50,Rhode Island,186158.0,186454.0,186905.0,187303.0,187896.0,188624.0,189408.0,190285.0,190357.0,190722.0,191101.0,191394.0,191792.0,192212.0,192725.0,193268.0,193749.0,194410.0,195001.0,195689.0,196678.0,197647.0,198630.0,199888.0,201092.0,237594.0,238455.0,239414.0,240122.0,240865.0,242064.0,243077.0,243820.0,243588.0,243610.0,243841.0,244193.0,244755.0,245407.0,246058.0,246560.0,247311.0,247918.0,248688.0,249504.0,250754.0,251938.0,253109.0,254490.0,255615.0,288117.0,289033.0,289894.0,290567.0,291407.0,292846.0,294050.0,294808.0,294609.0,294653.0,294867.0,295164.0,295735.0,296396.0,297166.0,297809.0,298753.0,299459.0,300280.0,301248.0,302665.0,303974.0,305321.0,306860.0,308184.0
35,Montana,181867.0,183257.0,184877.0,186213.0,187401.0,188172.0,188772.0,189505.0,190286.0,191233.0,192122.0,193214.0,194176.0,195087.0,195793.0,196556.0,197440.0,198654.0,199915.0,201158.0,202237.0,203276.0,204344.0,205261.0,206139.0,197907.0,199285.0,200721.0,201985.0,203181.0,203933.0,204752.0,205611.0,206510.0,207386.0,208362.0,209552.0,210552.0,211390.0,212081.0,212928.0,213824.0,215090.0,216258.0,217404.0,218441.0,219617.0,220893.0,221965.0,223113.0,264796.0,266486.0,268481.0,270380.0,272208.0,273202.0,274275.0,275262.0,276596.0,277778.0,279083.0,280640.0,282018.0,283251.0,284099.0,285116.0,286110.0,287763.0,289217.0,290704.0,291847.0,293250.0,294750.0,296043.0,297344.0
13,Delaware,140668.0,141888.0,142774.0,143367.0,143871.0,144399.0,145096.0,145678.0,146288.0,146785.0,147903.0,148586.0,148856.0,148689.0,148368.0,148404.0,148288.0,148202.0,147994.0,147782.0,147652.0,147430.0,146906.0,146374.0,145926.0,171872.0,173366.0,174455.0,175235.0,175870.0,176431.0,176900.0,177546.0,178464.0,179417.0,180421.0,180777.0,181117.0,181228.0,181507.0,181835.0,182108.0,182318.0,182493.0,182431.0,182163.0,181963.0,181761.0,181717.0,181396.0,222007.0,223716.0,225068.0,225971.0,226800.0,227401.0,227949.0,228536.0,229372.0,230269.0,231196.0,231439.0,231611.0,231709.0,231908.0,232206.0,232391.0,232571.0,232726.0,232692.0,232554.0,232481.0,232390.0,232473.0,232329.0
52,South Dakota,97996.0,98463.0,99283.0,100431.0,101538.0,102741.0,103331.0,104138.0,104634.0,105344.0,105857.0,106150.0,106547.0,107033.0,107415.0,107336.0,107209.0,107195.0,107505.0,107750.0,108120.0,108324.0,108594.0,108983.0,109262.0,147340.0,147912.0,148781.0,149624.0,150426.0,151120.0,151793.0,152613.0,153383.0,154167.0,154884.0,155477.0,156000.0,156472.0,156775.0,157031.0,157316.0,157676.0,158087.0,158450.0,158838.0,159270.0,159738.0,160306.0,160863.0,183242.0,184046.0,184955.0,185815.0,186749.0,187630.0,188562.0,189507.0,190450.0,191297.0,192086.0,192677.0,193282.0,193841.0,194379.0,194885.0,195357.0,195919.0,196441.0,197004.0,197552.0,198281.0,199050.0,199980.0,200836.0
3,Alaska,140045.0,139614.0,139580.0,139674.0,139995.0,139938.0,139827.0,139646.0,139386.0,139266.0,139018.0,139749.0,140931.0,142732.0,143538.0,144259.0,144731.0,145518.0,146182.0,146937.0,147667.0,148324.0,149075.0,148998.0,148644.0,193698.0,193155.0,193232.0,193398.0,194391.0,194551.0,194428.0,193947.0,193376.0,193069.0,192713.0,194911.0,197280.0,200743.0,201907.0,203217.0,203753.0,204814.0,205875.0,207140.0,208453.0,209494.0,210351.0,208893.0,207139.0,282078.0,281265.0,281609.0,282219.0,284049.0,284617.0,284587.0,284398.0,284299.0,284598.0,284899.0,288466.0,292288.0,297606.0,299498.0,301501.0,302383.0,304192.0,306086.0,307855.0,309439.0,310603.0,311494.0,309279.0,306550.0
37,North Dakota,117719.0,117917.0,118332.0,118483.0,118142.0,117788.0,117592.0,117726.0,117921.0,118053.0,118292.0,118675.0,118975.0,119133.0,118915.0,118870.0,118950.0,119152.0,119234.0,119126.0,118839.0,118600.0,118193.0,117778.0,117297.0,161518.0,161627.0,161843.0,161681.0,161501.0,161337.0,161183.0,161064.0,161125.0,161401.0,161658.0,161931.0,162063.0,162364.0,162494.0,162822.0,162986.0,163295.0,163568.0,163840.0,163891.0,163859.0,163825.0,163911.0,163989.0,209104.0,209232.0,209382.0,208997.0,208667.0,208577.0,208517.0,208461.0,208421.0,208570.0,208943.0,209308.0,209430.0,209693.0,209901.0,210408.0,210722.0,211106.0,211456.0,211858.0,212124.0,212349.0,212415.0,212660.0,212944.0
58,Vermont,159093.0,159556.0,159783.0,159337.0,159314.0,159347.0,159854.0,160365.0,160662.0,160846.0,160895.0,161614.0,162192.0,162693.0,163037.0,164022.0,164739.0,165336.0,165548.0,165603.0,165811.0,166062.0,166507.0,166549.0,166711.0,198527.0,199034.0,199559.0,199747.0,200141.0,200400.0,201101.0,201516.0,201988.0,202425.0,203008.0,203960.0,204754.0,205235.0,205438.0,206171.0,206800.0,207460.0,207807.0,208231.0,208733.0,209283.0,209940.0,210433.0,211223.0,251577.0,252143.0,252784.0,252997.0,253551.0,253809.0,254538.0,254925.0,255493.0,256033.0,256624.0,257782.0,258937.0,259926.0,260484.0,261534.0,262383.0,263301.0,263851.0,264467.0,265045.0,265658.0,266345.0,266701.0,267183.0
12,District of Columbia,404764.0,405553.0,406003.0,407322.0,408663.0,408963.0,409366.0,409445.0,410153.0,410064.0,409623.0,408073.0,409182.0,410863.0,412884.0,413594.0,413815.0,414890.0,415661.0,416535.0,416915.0,417679.0,419060.0,420350.0,420514.0,568794.0,569930.0,570576.0,574520.0,578264.0,580385.0,582273.0,583689.0,585748.0,586884.0,587035.0,585638.0,588278.0,591193.0,594315.0,594522.0,594232.0,595311.0,595993.0,596864.0,597093.0,597853.0,599949.0,601935.0,602621.0,622421.0,624611.0,626377.0,633162.0,639542.0,644033.0,648285.0,651989.0,656335.0,659075.0,661259.0,661286.0,665780.0,669589.0,673617.0,674153.0,674393.0,676269.0,677999.0,679856.0,680912.0,682763.0,685532.0,688486.0,690459.0
62,Wyoming,153124.0,153435.0,153646.0,154152.0,154489.0,154829.0,155007.0,155385.0,155931.0,156520.0,157125.0,157808.0,158629.0,159554.0,160528.0,161332.0,162215.0,163015.0,163869.0,164524.0,164990.0,165363.0,165739.0,166103.0,166450.0,171657.0,172103.0,172424.0,172788.0,173161.0,173639.0,174106.0,174564.0,175079.0,175567.0,176182.0,176923.0,177937.0,178986.0,180068.0,181040.0,182004.0,182853.0,183663.0,184413.0,185051.0,185649.0,186166.0,186583.0,186825.0,232385.0,233041.0,233532.0,234071.0,234589.0,235131.0,235648.0,236173.0,236806.0,237409.0,238233.0,239219.0,240564.0,241873.0,243242.0,244477.0,245753.0,246936.0,248087.0,249186.0,250168.0,251184.0,252072.0,252830.0,253342.0
